Date,T1,T2
2018-01-09-12:42:07,-0.016,-0.094
2018-01-09-12:42:12,-0.018,-0.092
2018-01-09-12:42:17,-0.014,-0.094
2018-01-09-12:42:22,-0.014,-0.094
2018-01-09-12:42:27,-0.015,-0.092
2018-01-09-12:42:32,-0.015,-0.094
2018-01-09-12:42:37,-0.016,-0.093
2018-01-09-12:42:42,-0.016,-0.092
2018-01-09-12:42:47,-0.016,-0.092
2018-01-09-12:42:52,-0.017,-0.094
2018-01-09-12:42:57,-0.017,-0.092
2018-01-09-12:43:02,-0.016,-0.093
2018-01-09-12:43:07,-0.016,-0.093
2018-01-09-12:43:12,-0.016,-0.093
2018-01-09-12:43:17,-0.015,-0.094
2018-01-09-12:43:22,-0.018,-0.094
2018-01-09-12:43:27,-0.019,-0.091
2018-01-09-12:43:32,-0.016,-0.094
2018-01-09-12:43:37,-0.015,-0.094
2018-01-09-12:43:42,-0.016,-0.09
2018-01-09-12:43:47,-0.016,-0.093
2018-01-09-12:43:52,-0.016,-0.094
2018-01-09-12:43:57,-0.018,-0.093
2018-01-09-12:44:02,-0.016,-0.093
2018-01-09-12:44:07,-0.015,-0.093
2018-01-09-12:44:12,-0.018,-0.09
2018-01-09-12:44:17,-0.015,-0.093
2018-01-09-12:44:22,-0.015,-0.092
2018-01-09-12:44:27,-0.014,-0.09
2018-01-09-12:44:32,-0.015,-0.092
2018-01-09-12:44:37,-0.017,-0.093
2018-01-09-12:44:42,-0.017,-0.09
2018-01-09-12:44:47,-0.015,-0.093
2018-01-09-12:44:52,-0.016,-0.094
2018-01-09-12:44:57,-0.014,-0.092
2018-01-09-12:45:02,-0.014,-0.094
2018-01-09-12:45:07,-0.017,-0.094
2018-01-09-12:45:12,-0.019,-0.091
2018-01-09-12:45:17,-0.014,-0.093
2018-01-09-12:45:22,-0.014,-0.094
2018-01-09-12:45:27,-0.015,-0.089
2018-01-09-12:45:32,-0.015,-0.092
2018-01-09-12:45:37,-0.015,-0.093
2018-01-09-12:45:42,-0.016,-0.091
2018-01-09-12:45:47,-0.014,-0.093
2018-01-09-12:45:52,-0.014,-0.093
2018-01-09-12:45:57,-0.015,-0.091
2018-01-09-12:46:02,-0.014,-0.093
2018-01-09-12:46:07,-0.015,-0.093
2018-01-09-12:46:12,-0.015,-0.092
2018-01-09-12:46:17,-0.016,-0.094
2018-01-09-12:46:22,-0.013,-0.092
2018-01-09-12:46:27,-0.014,-0.093
2018-01-09-12:46:32,-0.015,-0.094
2018-01-09-12:46:37,-0.016,-0.093
2018-01-09-12:46:42,-0.013,-0.093
2018-01-09-12:46:47,-0.013,-0.095
2018-01-09-12:46:52,-0.013,-0.093
2018-01-09-12:46:57,-0.012,-0.094
2018-01-09-12:47:02,-0.014,-0.094
2018-01-09-12:47:07,-0.015,-0.092
2018-01-09-12:47:12,-0.016,-0.092
2018-01-09-12:47:17,-0.014,-0.093
2018-01-09-12:47:22,-0.014,-0.091
2018-01-09-12:47:27,-0.013,-0.091
2018-01-09-12:47:32,-0.014,-0.093
2018-01-09-12:47:37,-0.016,-0.09
2018-01-09-12:47:42,-0.015,-0.09
2018-01-09-12:47:47,-0.012,-0.093
2018-01-09-12:47:52,-0.015,-0.091
2018-01-09-12:47:57,-0.014,-0.092
2018-01-09-12:48:02,-0.014,-0.093
2018-01-09-12:48:07,-0.015,-0.091
2018-01-09-12:48:12,-0.014,-0.093
2018-01-09-12:48:17,-0.012,-0.094
2018-01-09-12:48:22,-0.015,-0.093
2018-01-09-12:48:27,-0.014,-0.093
2018-01-09-12:48:32,-0.014,-0.094
2018-01-09-12:48:37,-0.015,-0.091
2018-01-09-12:48:42,-0.015,-0.092
2018-01-09-12:48:47,-0.013,-0.093
2018-01-09-12:48:52,-0.013,-0.089
2018-01-09-12:48:57,-0.015,-0.091
2018-01-09-12:49:02,-0.015,-0.091
2018-01-09-12:49:07,-0.012,-0.09
2018-01-09-12:49:12,-0.013,-0.09
2018-01-09-12:49:17,-0.014,-0.093
2018-01-09-12:49:22,-0.015,-0.089
2018-01-09-12:49:27,-0.014,-0.091
2018-01-09-12:49:32,-0.013,-0.093
2018-01-09-12:49:37,-0.013,-0.091
2018-01-09-12:49:42,-0.012,-0.093
2018-01-09-12:49:47,-0.014,-0.094
2018-01-09-12:49:52,-0.016,-0.09
2018-01-09-12:49:57,-0.015,-0.092
2018-01-09-12:50:02,-0.015,-0.093
2018-01-09-12:50:07,-0.014,-0.089
2018-01-09-12:50:12,-0.012,-0.091
2018-01-09-12:50:17,-0.013,-0.091
2018-01-09-12:50:22,-0.015,-0.089
2018-01-09-12:50:27,-0.014,-0.09
2018-01-09-12:50:32,-0.012,-0.092
2018-01-09-12:50:37,-0.013,-0.09
2018-01-09-12:50:42,-0.013,-0.089
2018-01-09-12:50:47,-0.013,-0.093
2018-01-09-12:50:52,-0.013,-0.091
2018-01-09-12:50:57,-0.012,-0.092
2018-01-09-12:51:02,-0.011,-0.093
2018-01-09-12:51:07,-0.01,-0.092
2018-01-09-12:51:12,-0.012,-0.092
2018-01-09-12:51:17,-0.013,-0.094
2018-01-09-12:51:22,-0.015,-0.09
2018-01-09-12:51:27,-0.013,-0.092
2018-01-09-12:51:32,-0.01,-0.092
2018-01-09-12:51:37,-0.012,-0.09
2018-01-09-12:51:42,-0.013,-0.09
2018-01-09-12:51:47,-0.013,-0.089
2018-01-09-12:51:52,-0.012,-0.087
2018-01-09-12:51:57,-0.011,-0.091
2018-01-09-12:52:02,-0.013,-0.092
2018-01-09-12:52:07,-0.013,-0.09
2018-01-09-12:52:12,-0.012,-0.091
2018-01-09-12:52:17,-0.012,-0.09
2018-01-09-12:52:22,-0.012,-0.091
2018-01-09-12:52:27,-0.011,-0.093
2018-01-09-12:52:32,-0.01,-0.093
2018-01-09-12:52:37,-0.013,-0.092
2018-01-09-12:52:42,-0.013,-0.091
2018-01-09-12:52:47,-0.011,-0.092
2018-01-09-12:52:52,-0.013,-0.089
2018-01-09-12:52:57,-0.013,-0.089
2018-01-09-12:53:02,-0.01,-0.091
2018-01-09-12:53:07,-0.013,-0.087
2018-01-09-12:53:12,-0.013,-0.089
2018-01-09-12:53:17,-0.011,-0.09
2018-01-09-12:53:22,-0.012,-0.089
2018-01-09-12:53:27,-0.012,-0.09
2018-01-09-12:53:32,-0.01,-0.091
2018-01-09-12:53:37,-0.011,-0.089
2018-01-09-12:53:42,-0.012,-0.091
2018-01-09-12:53:47,-0.012,-0.092
2018-01-09-12:53:52,-0.011,-0.09
2018-01-09-12:53:57,-0.012,-0.092
2018-01-09-12:54:02,-0.011,-0.092
2018-01-09-12:54:07,-0.013,-0.09
2018-01-09-12:54:12,-0.013,-0.091
2018-01-09-12:54:17,-0.012,-0.09
2018-01-09-12:54:22,-0.011,-0.089
2018-01-09-12:54:27,-0.011,-0.089
2018-01-09-12:54:32,-0.012,-0.089
2018-01-09-12:54:37,-0.013,-0.087
2018-01-09-12:54:42,-0.011,-0.089
2018-01-09-12:54:47,-0.011,-0.09
2018-01-09-12:54:52,-0.012,-0.088
2018-01-09-12:54:57,-0.011,-0.09
2018-01-09-12:55:02,-0.011,-0.091
2018-01-09-12:55:07,-0.012,-0.089
2018-01-09-12:55:12,-0.009,-0.092
2018-01-09-12:55:17,-0.009,-0.092
2018-01-09-12:55:22,-0.012,-0.091
2018-01-09-12:55:27,-0.011,-0.091
2018-01-09-12:55:32,-0.01,-0.091
2018-01-09-12:55:37,-0.012,-0.09
2018-01-09-12:55:42,-0.011,-0.089
2018-01-09-12:55:47,-0.01,-0.091
2018-01-09-12:55:52,-0.01,-0.088
2018-01-09-12:55:57,-0.01,-0.089
2018-01-09-12:56:02,-0.012,-0.088
2018-01-09-12:56:07,-0.009,-0.088
2018-01-09-12:56:12,-0.01,-0.09
2018-01-09-12:56:17,-0.011,-0.09
2018-01-09-12:56:22,-0.012,-0.089
2018-01-09-12:56:27,-0.01,-0.09
2018-01-09-12:56:32,-0.011,-0.091
2018-01-09-12:56:37,-0.009,-0.089
2018-01-09-12:56:42,-0.009,-0.093
2018-01-09-12:56:47,-0.01,-0.092
2018-01-09-12:56:52,-0.012,-0.088
2018-01-09-12:56:57,-0.011,-0.09
2018-01-09-12:57:02,-0.012,-0.09
2018-01-09-12:57:07,-0.013,-0.087
2018-01-09-12:57:12,-0.009,-0.088
2018-01-09-12:57:17,-0.011,-0.088
2018-01-09-12:57:22,-0.012,-0.087
2018-01-09-12:57:27,-0.011,-0.087
2018-01-09-12:57:32,-0.01,-0.09
2018-01-09-12:57:37,-0.012,-0.087
2018-01-09-12:57:42,-0.011,-0.09
2018-01-09-12:57:47,-0.012,-0.089
2018-01-09-12:57:52,-0.014,-0.088
2018-01-09-12:57:57,-0.012,-0.09
2018-01-09-12:58:02,-0.009,-0.091
2018-01-09-12:58:07,-0.009,-0.091
2018-01-09-12:58:12,-0.01,-0.092
2018-01-09-12:58:17,-0.01,-0.092
2018-01-09-12:58:22,-0.01,-0.09
2018-01-09-12:58:27,-0.012,-0.091
2018-01-09-12:58:32,-0.008,-0.091
2018-01-09-12:58:37,-0.007,-0.089
2018-01-09-12:58:42,-0.008,-0.09
2018-01-09-12:58:47,-0.009,-0.09
2018-01-09-12:58:52,-0.008,-0.088
2018-01-09-12:58:57,-0.008,-0.09
2018-01-09-12:59:02,-0.009,-0.091
2018-01-09-12:59:07,-0.01,-0.09
2018-01-09-12:59:12,-0.01,-0.091
2018-01-09-12:59:17,-0.009,-0.091
2018-01-09-12:59:22,-0.009,-0.09
2018-01-09-12:59:27,-0.007,-0.093
2018-01-09-12:59:32,-0.008,-0.093
2018-01-09-12:59:37,-0.009,-0.091
2018-01-09-12:59:42,-0.009,-0.092
2018-01-09-12:59:47,-0.008,-0.092
2018-01-09-12:59:52,-0.01,-0.089
2018-01-09-12:59:57,-0.006,-0.09
2018-01-09-13:00:02,-0.006,-0.091
2018-01-09-13:00:07,-0.008,-0.088
2018-01-09-13:00:12,-0.007,-0.09
2018-01-09-13:00:17,-0.006,-0.09
2018-01-09-13:00:22,-0.006,-0.088
2018-01-09-13:00:27,-0.008,-0.091
2018-01-09-13:00:32,-0.007,-0.091
2018-01-09-13:00:37,-0.008,-0.089
2018-01-09-13:00:42,-0.006,-0.091
2018-01-09-13:00:47,-0.006,-0.092
2018-01-09-13:00:52,-0.006,-0.089
2018-01-09-13:00:57,-0.007,-0.093
2018-01-09-13:01:02,-0.007,-0.092
2018-01-09-13:01:07,-0.009,-0.089
2018-01-09-13:01:12,-0.009,-0.089
2018-01-09-13:01:17,-0.009,-0.089
2018-01-09-13:01:22,-0.008,-0.09
2018-01-09-13:01:27,-0.007,-0.089
2018-01-09-13:01:32,-0.009,-0.09
2018-01-09-13:01:37,-0.01,-0.091
2018-01-09-13:01:42,-0.008,-0.087
2018-01-09-13:01:47,-0.007,-0.09
2018-01-09-13:01:52,-0.008,-0.089
2018-01-09-13:01:57,-0.007,-0.088
2018-01-09-13:02:02,-0.009,-0.09
2018-01-09-13:02:07,-0.008,-0.09
2018-01-09-13:02:12,-0.008,-0.088
2018-01-09-13:02:17,-0.007,-0.09
2018-01-09-13:02:22,-0.008,-0.089
2018-01-09-13:02:27,-0.008,-0.087
2018-01-09-13:02:32,-0.008,-0.088
2018-01-09-13:02:37,-0.007,-0.089
2018-01-09-13:02:42,-0.008,-0.085
2018-01-09-13:02:47,-0.009,-0.088
2018-01-09-13:02:52,-0.008,-0.091
2018-01-09-13:02:57,-0.01,-0.087
2018-01-09-13:03:02,-0.01,-0.089
2018-01-09-13:03:07,-0.009,-0.09
2018-01-09-13:03:12,-0.007,-0.089
2018-01-09-13:03:17,-0.009,-0.09
2018-01-09-13:03:22,-0.011,-0.09
2018-01-09-13:03:27,-0.009,-0.087
2018-01-09-13:03:32,-0.008,-0.09
2018-01-09-13:03:37,-0.009,-0.089
2018-01-09-13:03:42,-0.007,-0.089
2018-01-09-13:03:47,-0.011,-0.089
2018-01-09-13:03:52,-0.008,-0.09
2018-01-09-13:03:57,-0.009,-0.087
2018-01-09-13:04:02,-0.008,-0.088
2018-01-09-13:04:07,-0.009,-0.089
2018-01-09-13:04:12,-0.01,-0.087
2018-01-09-13:04:17,-0.009,-0.088
2018-01-09-13:04:22,-0.007,-0.088
2018-01-09-13:04:27,-0.008,-0.086
2018-01-09-13:04:32,-0.011,-0.087
2018-01-09-13:04:37,-0.009,-0.089
2018-01-09-13:04:42,-0.01,-0.087
2018-01-09-13:04:47,-0.01,-0.088
2018-01-09-13:04:52,-0.008,-0.089
2018-01-09-13:04:57,-0.008,-0.089
2018-01-09-13:05:02,-0.009,-0.089
2018-01-09-13:05:07,-0.011,-0.09
2018-01-09-13:05:12,-0.009,-0.087
2018-01-09-13:05:17,-0.008,-0.089
2018-01-09-13:05:22,-0.008,-0.089
2018-01-09-13:05:27,-0.008,-0.087
2018-01-09-13:05:32,-0.01,-0.089
2018-01-09-13:05:37,-0.009,-0.089
2018-01-09-13:05:42,-0.008,-0.086
2018-01-09-13:05:47,-0.008,-0.088
2018-01-09-13:05:52,-0.008,-0.09
2018-01-09-13:05:57,-0.009,-0.087
2018-01-09-13:06:02,-0.009,-0.087
2018-01-09-13:06:07,-0.007,-0.089
2018-01-09-13:06:12,-0.007,-0.086
2018-01-09-13:06:17,-0.01,-0.087
2018-01-09-13:06:22,-0.007,-0.09
2018-01-09-13:06:27,-0.009,-0.088
2018-01-09-13:06:32,-0.009,-0.088
2018-01-09-13:06:37,-0.009,-0.09
2018-01-09-13:06:42,-0.008,-0.089
2018-01-09-13:06:47,-0.009,-0.088
2018-01-09-13:06:52,-0.011,-0.089
2018-01-09-13:06:57,-0.01,-0.085
2018-01-09-13:07:02,-0.009,-0.089
2018-01-09-13:07:07,-0.008,-0.088
2018-01-09-13:07:12,-0.008,-0.087
2018-01-09-13:07:17,-0.009,-0.088
2018-01-09-13:07:22,-0.008,-0.089
2018-01-09-13:07:27,-0.008,-0.086
2018-01-09-13:07:32,-0.008,-0.087
2018-01-09-13:07:37,-0.007,-0.089
2018-01-09-13:07:42,-0.009,-0.086
2018-01-09-13:07:47,-0.008,-0.086
2018-01-09-13:07:52,-0.008,-0.088
2018-01-09-13:07:57,-0.007,-0.085
2018-01-09-13:08:02,-0.011,-0.086
2018-01-09-13:08:07,-0.009,-0.09
2018-01-09-13:08:12,-0.009,-0.087
2018-01-09-13:08:17,-0.009,-0.087
2018-01-09-13:08:22,-0.008,-0.089
2018-01-09-13:08:27,-0.008,-0.087
2018-01-09-13:08:32,-0.008,-0.088
2018-01-09-13:08:37,-0.011,-0.089
2018-01-09-13:08:42,-0.011,-0.086
2018-01-09-13:08:47,-0.009,-0.087
2018-01-09-13:08:52,-0.008,-0.089
2018-01-09-13:08:57,-0.008,-0.087
2018-01-09-13:09:02,-0.01,-0.087
2018-01-09-13:09:07,-0.009,-0.089
2018-01-09-13:09:12,-0.01,-0.085
2018-01-09-13:09:17,-0.008,-0.087
2018-01-09-13:09:22,-0.006,-0.089
2018-01-09-13:09:27,-0.009,-0.086
2018-01-09-13:09:32,-0.008,-0.088
2018-01-09-13:09:37,-0.008,-0.088
2018-01-09-13:09:42,-0.007,-0.085
2018-01-09-13:09:47,-0.01,-0.086
2018-01-09-13:09:52,-0.008,-0.09
2018-01-09-13:09:57,-0.008,-0.087
2018-01-09-13:10:02,-0.006,-0.087
2018-01-09-13:10:07,-0.008,-0.088
2018-01-09-13:10:12,-0.008,-0.087
2018-01-09-13:10:17,-0.008,-0.088
2018-01-09-13:10:22,-0.01,-0.089
2018-01-09-13:10:27,-0.009,-0.086
2018-01-09-13:10:32,-0.008,-0.087
2018-01-09-13:10:37,-0.006,-0.089
2018-01-09-13:10:42,-0.009,-0.086
2018-01-09-13:10:47,-0.008,-0.087
2018-01-09-13:10:52,-0.009,-0.089
2018-01-09-13:10:57,-0.008,-0.086
2018-01-09-13:11:02,-0.007,-0.088
2018-01-09-13:11:07,-0.006,-0.089
2018-01-09-13:11:12,-0.008,-0.086
2018-01-09-13:11:17,-0.007,-0.087
2018-01-09-13:11:22,-0.007,-0.087
2018-01-09-13:11:27,-0.007,-0.084
2018-01-09-13:11:32,-0.009,-0.085
2018-01-09-13:11:37,-0.009,-0.088
2018-01-09-13:11:42,-0.009,-0.086
2018-01-09-13:11:47,-0.008,-0.086
2018-01-09-13:11:52,-0.009,-0.088
2018-01-09-13:11:57,-0.008,-0.086
2018-01-09-13:12:02,-0.007,-0.086
2018-01-09-13:12:07,-0.009,-0.088
2018-01-09-13:12:12,-0.011,-0.084
2018-01-09-13:12:17,-0.008,-0.085
2018-01-09-13:12:22,-0.008,-0.088
2018-01-09-13:12:27,-0.008,-0.084
2018-01-09-13:12:32,-0.007,-0.086
2018-01-09-13:12:37,-0.009,-0.088
2018-01-09-13:12:42,-0.008,-0.085
2018-01-09-13:12:47,-0.007,-0.087
2018-01-09-13:12:52,-0.006,-0.088
2018-01-09-13:12:57,-0.01,-0.086
2018-01-09-13:13:02,-0.008,-0.085
2018-01-09-13:13:07,-0.009,-0.086
2018-01-09-13:13:12,-0.008,-0.084
2018-01-09-13:13:17,-0.009,-0.084
2018-01-09-13:13:22,-0.009,-0.087
2018-01-09-13:13:27,-0.01,-0.086
2018-01-09-13:13:32,-0.01,-0.085
2018-01-09-13:13:37,-0.009,-0.087
2018-01-09-13:13:42,-0.009,-0.085
2018-01-09-13:13:47,-0.008,-0.085
2018-01-09-13:13:52,-0.009,-0.087
2018-01-09-13:13:57,-0.011,-0.085
2018-01-09-13:14:02,-0.009,-0.085
2018-01-09-13:14:07,-0.007,-0.087
2018-01-09-13:14:12,-0.007,-0.084
2018-01-09-13:14:17,-0.007,-0.085
2018-01-09-13:14:22,-0.009,-0.087
2018-01-09-13:14:27,-0.009,-0.084
2018-01-09-13:14:32,-0.009,-0.086
2018-01-09-13:14:37,-0.006,-0.087
2018-01-09-13:14:42,-0.008,-0.085
2018-01-09-13:14:47,-0.006,-0.086
2018-01-09-13:14:52,-0.008,-0.087
2018-01-09-13:14:57,-0.007,-0.083
2018-01-09-13:15:02,-0.007,-0.083
2018-01-09-13:15:07,-0.01,-0.087
2018-01-09-13:15:12,-0.008,-0.085
2018-01-09-13:15:17,-0.008,-0.085
2018-01-09-13:15:22,-0.009,-0.087
2018-01-09-13:15:27,-0.008,-0.085
2018-01-09-13:15:32,-0.008,-0.085
2018-01-09-13:15:37,-0.007,-0.088
2018-01-09-13:15:42,-0.01,-0.085
2018-01-09-13:15:47,-0.009,-0.084
2018-01-09-13:15:52,-0.008,-0.087
2018-01-09-13:15:57,-0.008,-0.084
2018-01-09-13:16:02,-0.007,-0.084
2018-01-09-13:16:07,-0.009,-0.086
2018-01-09-13:16:12,-0.009,-0.085
2018-01-09-13:16:17,-0.007,-0.085
2018-01-09-13:16:22,-0.009,-0.084
2018-01-09-13:16:27,-0.009,-0.085
2018-01-09-13:16:32,-0.008,-0.086
2018-01-09-13:16:37,-0.007,-0.085
2018-01-09-13:16:42,-0.009,-0.084
2018-01-09-13:16:47,-0.008,-0.084
2018-01-09-13:16:52,-0.008,-0.086
2018-01-09-13:16:57,-0.008,-0.085
2018-01-09-13:17:02,-0.008,-0.084
2018-01-09-13:17:07,-0.008,-0.084
2018-01-09-13:17:12,-0.008,-0.085
2018-01-09-13:17:17,-0.008,-0.085
2018-01-09-13:17:22,-0.009,-0.084
2018-01-09-13:17:27,-0.011,-0.084
2018-01-09-13:17:32,-0.011,-0.084
2018-01-09-13:17:37,-0.012,-0.084
2018-01-09-13:17:42,-0.009,-0.084
2018-01-09-13:17:47,-0.007,-0.085
2018-01-09-13:17:52,-0.01,-0.084
2018-01-09-13:17:57,-0.008,-0.083
2018-01-09-13:18:02,-0.008,-0.085
2018-01-09-13:18:07,-0.007,-0.085
2018-01-09-13:18:12,-0.01,-0.083
2018-01-09-13:18:17,-0.008,-0.083
2018-01-09-13:18:22,-0.009,-0.084
2018-01-09-13:18:27,-0.009,-0.083
2018-01-09-13:18:32,-0.009,-0.084
2018-01-09-13:18:37,-0.008,-0.084
2018-01-09-13:18:42,-0.008,-0.083
2018-01-09-13:18:47,-0.009,-0.083
2018-01-09-13:18:52,-0.012,-0.083
2018-01-09-13:18:57,-0.012,-0.083
2018-01-09-13:19:02,-0.011,-0.084
2018-01-09-13:19:07,-0.011,-0.085
2018-01-09-13:19:12,-0.009,-0.084
2018-01-09-13:19:17,-0.007,-0.083
2018-01-09-13:19:22,-0.009,-0.082
2018-01-09-13:19:27,-0.008,-0.083
2018-01-09-13:19:32,-0.008,-0.083
2018-01-09-13:19:37,-0.007,-0.084
2018-01-09-13:19:42,-0.011,-0.08
2018-01-09-13:19:47,-0.008,-0.084
2018-01-09-13:19:52,-0.008,-0.083
2018-01-09-13:19:57,-0.007,-0.084
2018-01-09-13:20:02,-0.007,-0.082
2018-01-09-13:20:07,-0.008,-0.081
2018-01-09-13:20:12,-0.008,-0.082
2018-01-09-13:20:17,-0.007,-0.083
2018-01-09-13:20:22,-0.011,-0.082
2018-01-09-13:20:27,-0.011,-0.082
2018-01-09-13:20:32,-0.01,-0.082
2018-01-09-13:20:37,-0.011,-0.082
2018-01-09-13:20:42,-0.009,-0.082
2018-01-09-13:20:47,-0.007,-0.082
2018-01-09-13:20:52,-0.008,-0.082
2018-01-09-13:20:57,-0.008,-0.082
2018-01-09-13:21:02,-0.008,-0.082
2018-01-09-13:21:07,-0.008,-0.081
2018-01-09-13:21:12,-0.011,-0.08
2018-01-09-13:21:17,-0.008,-0.081
2018-01-09-13:21:22,-0.008,-0.082
2018-01-09-13:21:27,-0.007,-0.081
2018-01-09-13:21:32,-0.009,-0.082
2018-01-09-13:21:37,-0.008,-0.08
2018-01-09-13:21:42,-0.009,-0.083
2018-01-09-13:21:47,-0.008,-0.081
2018-01-09-13:21:52,-0.012,-0.079
2018-01-09-13:21:57,-0.011,-0.08
2018-01-09-13:22:02,-0.011,-0.08
2018-01-09-13:22:07,-0.012,-0.079
2018-01-09-13:22:12,-0.01,-0.08
2018-01-09-13:22:17,-0.008,-0.079
2018-01-09-13:22:22,-0.008,-0.08
2018-01-09-13:22:27,-0.008,-0.08
2018-01-09-13:22:32,-0.007,-0.08
2018-01-09-13:22:37,-0.009,-0.08
2018-01-09-13:22:42,-0.01,-0.077
2018-01-09-13:22:47,-0.008,-0.078
2018-01-09-13:22:52,-0.008,-0.079
2018-01-09-13:22:57,-0.008,-0.079
2018-01-09-13:23:02,-0.009,-0.079
2018-01-09-13:23:07,-0.008,-0.079
2018-01-09-13:23:12,-0.008,-0.08
2018-01-09-13:23:17,-0.007,-0.079
2018-01-09-13:23:22,-0.011,-0.078
2018-01-09-13:23:27,-0.011,-0.078
2018-01-09-13:23:32,-0.01,-0.078
2018-01-09-13:23:37,-0.011,-0.077
2018-01-09-13:23:42,-0.01,-0.078
2018-01-09-13:23:47,-0.009,-0.077
2018-01-09-13:23:52,-0.008,-0.076
2018-01-09-13:23:57,-0.007,-0.078
2018-01-09-13:24:02,-0.007,-0.078
2018-01-09-13:24:07,-0.009,-0.078
2018-01-09-13:24:12,-0.009,-0.074
2018-01-09-13:24:17,-0.008,-0.078
2018-01-09-13:24:22,-0.007,-0.075
2018-01-09-13:24:27,-0.007,-0.077
2018-01-09-13:24:32,-0.008,-0.076
2018-01-09-13:24:37,-0.006,-0.075
2018-01-09-13:24:42,-0.008,-0.078
2018-01-09-13:24:47,-0.006,-0.076
2018-01-09-13:24:52,-0.01,-0.077
2018-01-09-13:24:57,-0.009,-0.077
2018-01-09-13:25:02,-0.009,-0.076
2018-01-09-13:25:07,-0.01,-0.076
2018-01-09-13:25:12,-0.007,-0.079
2018-01-09-13:25:17,-0.008,-0.076
2018-01-09-13:25:22,-0.008,-0.075
2018-01-09-13:25:27,-0.007,-0.076
2018-01-09-13:25:32,-0.007,-0.076
2018-01-09-13:25:37,-0.009,-0.075
2018-01-09-13:25:42,-0.009,-0.073
2018-01-09-13:25:47,-0.008,-0.074
2018-01-09-13:25:52,-0.008,-0.075
2018-01-09-13:25:57,-0.007,-0.075
2018-01-09-13:26:02,-0.008,-0.075
2018-01-09-13:26:07,-0.006,-0.075
2018-01-09-13:26:12,-0.008,-0.076
2018-01-09-13:26:17,-0.006,-0.075
2018-01-09-13:26:22,-0.01,-0.074
2018-01-09-13:26:27,-0.009,-0.074
2018-01-09-13:26:32,-0.009,-0.074
2018-01-09-13:26:37,-0.01,-0.073
2018-01-09-13:26:42,-0.007,-0.073
2018-01-09-13:26:47,-0.009,-0.072
2018-01-09-13:26:52,-0.008,-0.071
2018-01-09-13:26:57,-0.007,-0.072
2018-01-09-13:27:02,-0.007,-0.074
2018-01-09-13:27:07,-0.008,-0.073
2018-01-09-13:27:12,-0.01,-0.07
2018-01-09-13:27:17,-0.009,-0.072
2018-01-09-13:27:22,-0.009,-0.072
2018-01-09-13:27:27,-0.008,-0.072
2018-01-09-13:27:32,-0.008,-0.072
2018-01-09-13:27:37,-0.007,-0.072
2018-01-09-13:27:42,-0.011,-0.073
2018-01-09-13:27:47,-0.008,-0.073
2018-01-09-13:27:52,-0.01,-0.073
2018-01-09-13:27:57,-0.01,-0.071
2018-01-09-13:28:02,-0.01,-0.072
2018-01-09-13:28:07,-0.01,-0.07
2018-01-09-13:28:12,-0.009,-0.074
2018-01-09-13:28:17,-0.009,-0.07
2018-01-09-13:28:22,-0.008,-0.068
2018-01-09-13:28:27,-0.007,-0.071
2018-01-09-13:28:32,-0.008,-0.071
2018-01-09-13:28:37,-0.008,-0.07
2018-01-09-13:28:42,-0.009,-0.07
2018-01-09-13:28:47,-0.009,-0.071
2018-01-09-13:28:52,-0.008,-0.07
2018-01-09-13:28:57,-0.008,-0.07
2018-01-09-13:29:02,-0.007,-0.071
2018-01-09-13:29:07,-0.007,-0.071
2018-01-09-13:29:12,-0.009,-0.072
2018-01-09-13:29:17,-0.008,-0.071
2018-01-09-13:29:22,-0.009,-0.071
2018-01-09-13:29:27,-0.008,-0.071
2018-01-09-13:29:32,-0.01,-0.07
2018-01-09-13:29:37,-0.009,-0.07
2018-01-09-13:29:42,-0.008,-0.07
2018-01-09-13:29:47,-0.008,-0.069
2018-01-09-13:29:52,-0.008,-0.069
2018-01-09-13:29:57,-0.007,-0.069
2018-01-09-13:30:02,-0.008,-0.069
2018-01-09-13:30:07,-0.008,-0.069
2018-01-09-13:30:12,-0.009,-0.067
2018-01-09-13:30:17,-0.009,-0.068
2018-01-09-13:30:22,-0.009,-0.067
2018-01-09-13:30:27,-0.008,-0.069
2018-01-09-13:30:32,-0.007,-0.069
2018-01-09-13:30:37,-0.006,-0.068
2018-01-09-13:30:42,-0.008,-0.068
2018-01-09-13:30:47,-0.009,-0.068
2018-01-09-13:30:52,-0.009,-0.067
2018-01-09-13:30:57,-0.009,-0.067
2018-01-09-13:31:02,-0.011,-0.066
2018-01-09-13:31:07,-0.009,-0.067
2018-01-09-13:31:12,-0.008,-0.067
2018-01-09-13:31:17,-0.009,-0.068
2018-01-09-13:31:22,-0.008,-0.071
2018-01-09-13:31:27,-0.008,-0.069
2018-01-09-13:31:32,-0.008,-0.066
2018-01-09-13:31:37,-0.007,-0.069
2018-01-09-13:31:42,-0.008,-0.066
2018-01-09-13:31:47,-0.008,-0.066
2018-01-09-13:31:52,-0.006,-0.069
2018-01-09-13:31:57,-0.008,-0.068
2018-01-09-13:32:02,-0.009,-0.065
2018-01-09-13:32:07,-0.006,-0.068
2018-01-09-13:32:12,-0.009,-0.068
2018-01-09-13:32:17,-0.007,-0.066
2018-01-09-13:32:22,-0.006,-0.07
2018-01-09-13:32:27,-0.006,-0.069
2018-01-09-13:32:32,-0.007,-0.067
2018-01-09-13:32:37,-0.006,-0.07
2018-01-09-13:32:42,-0.008,-0.069
