Date,T1,T2
2018-01-09-14:23:57,-0.003,-0.07
2018-01-09-14:24:02,-0.003,-0.067
2018-01-09-14:24:07,-0.004,-0.068
2018-01-09-14:24:12,-0.002,-0.07
2018-01-09-14:24:17,-0.002,-0.068
2018-01-09-14:24:22,-0.005,-0.067
2018-01-09-14:24:27,-0.004,-0.069
2018-01-09-14:24:32,-0.004,-0.067
2018-01-09-14:24:37,-0.002,-0.068
2018-01-09-14:24:42,-0.001,-0.068
2018-01-09-14:24:47,-0.001,-0.066
2018-01-09-14:24:52,-0.003,-0.067
2018-01-09-14:24:57,-0.003,-0.068
2018-01-09-14:25:02,-0.003,-0.067
2018-01-09-14:25:07,-0.001,-0.068
2018-01-09-14:25:12,-0.001,-0.069
2018-01-09-14:25:17,-0.002,-0.068
2018-01-09-14:25:22,-0.003,-0.068
2018-01-09-14:25:27,-0.001,-0.07
2018-01-09-14:25:32,-0.002,-0.066
2018-01-09-14:25:37,-0.005,-0.067
2018-01-09-14:25:42,-0.004,-0.07
2018-01-09-14:25:47,-0.003,-0.067
2018-01-09-14:25:52,-0.003,-0.067
2018-01-09-14:25:57,-0.003,-0.071
2018-01-09-14:26:02,-0.003,-0.068
2018-01-09-14:26:07,-0.002,-0.068
2018-01-09-14:26:12,-0.004,-0.07
2018-01-09-14:26:17,-0.005,-0.067
2018-01-09-14:26:22,-0.003,-0.067
2018-01-09-14:26:27,-0.001,-0.071
2018-01-09-14:26:32,-0.002,-0.067
2018-01-09-14:26:37,0,-0.068
2018-01-09-14:26:42,-0.003,-0.069
2018-01-09-14:26:47,-0.004,-0.067
2018-01-09-14:26:52,-0.002,-0.067
2018-01-09-14:26:57,-0.002,-0.068
2018-01-09-14:27:02,-0.002,-0.068
2018-01-09-14:27:07,-0.003,-0.068
2018-01-09-14:27:12,-0.004,-0.069
2018-01-09-14:27:17,-0.002,-0.068
2018-01-09-14:27:22,-0.003,-0.067
2018-01-09-14:27:27,-0.005,-0.069
2018-01-09-14:27:32,-0.004,-0.068
2018-01-09-14:27:37,-0.002,-0.068
2018-01-09-14:27:42,-0.004,-0.07
2018-01-09-14:27:47,-0.004,-0.068
2018-01-09-14:27:52,-0.003,-0.068
2018-01-09-14:27:57,-0.001,-0.07
2018-01-09-14:28:02,-0.005,-0.068
2018-01-09-14:28:07,-0.004,-0.067
2018-01-09-14:28:12,-0.002,-0.069
2018-01-09-14:28:17,-0.002,-0.068
2018-01-09-14:28:22,-0.002,-0.066
2018-01-09-14:28:27,-0.001,-0.07
2018-01-09-14:28:32,-0.003,-0.067
2018-01-09-14:28:37,-0.005,-0.067
2018-01-09-14:28:42,-0.003,-0.069
2018-01-09-14:28:47,-0.003,-0.067
2018-01-09-14:28:52,-0.004,-0.066
2018-01-09-14:28:57,-0.002,-0.069
2018-01-09-14:29:02,-0.006,-0.068
2018-01-09-14:29:07,-0.003,-0.067
2018-01-09-14:29:12,-0.004,-0.068
2018-01-09-14:29:17,-0.006,-0.067
2018-01-09-14:29:22,-0.005,-0.068
2018-01-09-14:29:27,-0.003,-0.069
2018-01-09-14:29:32,-0.005,-0.068
2018-01-09-14:29:37,-0.003,-0.068
2018-01-09-14:29:42,-0.002,-0.071
2018-01-09-14:29:47,-0.003,-0.068
2018-01-09-14:29:52,-0.005,-0.066
2018-01-09-14:29:57,-0.003,-0.067
2018-01-09-14:30:02,-0.002,-0.066
2018-01-09-14:30:07,-0.002,-0.066
2018-01-09-14:30:12,-0.002,-0.069
2018-01-09-14:30:17,-0.003,-0.067
2018-01-09-14:30:22,-0.003,-0.066
2018-01-09-14:30:27,-0.003,-0.069
2018-01-09-14:30:32,-0.003,-0.068
2018-01-09-14:30:37,-0.002,-0.067
2018-01-09-14:30:42,-0.002,-0.07
2018-01-09-14:30:47,-0.003,-0.068
2018-01-09-14:30:52,-0.004,-0.067
2018-01-09-14:30:57,-0.001,-0.068
2018-01-09-14:31:02,-0.005,-0.067
2018-01-09-14:31:07,-0.006,-0.067
2018-01-09-14:31:12,-0.004,-0.069
2018-01-09-14:31:17,-0.003,-0.069
2018-01-09-14:31:22,-0.005,-0.066
2018-01-09-14:31:27,-0.003,-0.068
2018-01-09-14:31:32,-0.003,-0.068
2018-01-09-14:31:37,-0.005,-0.068
2018-01-09-14:31:42,-0.003,-0.068
2018-01-09-14:31:47,-0.002,-0.069
2018-01-09-14:31:52,-0.003,-0.067
2018-01-09-14:31:57,-0.004,-0.07
2018-01-09-14:32:02,-0.006,-0.066
2018-01-09-14:32:07,-0.006,-0.067
2018-01-09-14:32:12,-0.004,-0.068
2018-01-09-14:32:17,-0.006,-0.068
2018-01-09-14:32:22,-0.005,-0.067
2018-01-09-14:32:27,-0.003,-0.068
2018-01-09-14:32:32,-0.003,-0.067
2018-01-09-14:32:37,-0.004,-0.066
2018-01-09-14:32:42,-0.002,-0.067
2018-01-09-14:32:47,-0.003,-0.067
2018-01-09-14:32:52,-0.004,-0.066
2018-01-09-14:32:57,-0.004,-0.067
2018-01-09-14:33:02,-0.003,-0.068
2018-01-09-14:33:07,-0.005,-0.067
2018-01-09-14:33:12,-0.004,-0.068
2018-01-09-14:33:17,-0.003,-0.069
2018-01-09-14:33:22,-0.003,-0.067
2018-01-09-14:33:27,-0.004,-0.067
2018-01-09-14:33:32,-0.003,-0.066
2018-01-09-14:33:37,-0.006,-0.066
2018-01-09-14:33:42,-0.005,-0.069
2018-01-09-14:33:47,-0.005,-0.066
2018-01-09-14:33:52,-0.006,-0.066
2018-01-09-14:33:57,-0.003,-0.067
2018-01-09-14:34:02,-0.004,-0.067
2018-01-09-14:34:07,-0.003,-0.066
2018-01-09-14:34:12,-0.002,-0.068
2018-01-09-14:34:17,-0.004,-0.069
2018-01-09-14:34:22,-0.003,-0.067
2018-01-09-14:34:27,-0.004,-0.066
2018-01-09-14:34:32,-0.002,-0.067
2018-01-09-14:34:37,-0.003,-0.067
2018-01-09-14:34:42,-0.003,-0.068
2018-01-09-14:34:47,-0.005,-0.066
2018-01-09-14:34:52,-0.002,-0.068
2018-01-09-14:34:57,-0.004,-0.067
2018-01-09-14:35:02,-0.003,-0.067
2018-01-09-14:35:07,-0.005,-0.067
2018-01-09-14:35:12,-0.005,-0.066
2018-01-09-14:35:17,-0.004,-0.067
2018-01-09-14:35:22,-0.006,-0.067
2018-01-09-14:35:27,-0.004,-0.066
2018-01-09-14:35:32,-0.002,-0.065
2018-01-09-14:35:37,-0.002,-0.065
2018-01-09-14:35:42,-0.004,-0.065
2018-01-09-14:35:47,-0.003,-0.065
2018-01-09-14:35:52,-0.003,-0.065
2018-01-09-14:35:57,-0.004,-0.063
2018-01-09-14:36:02,-0.002,-0.064
2018-01-09-14:36:07,-0.003,-0.066
2018-01-09-14:36:12,-0.004,-0.065
2018-01-09-14:36:17,-0.004,-0.066
2018-01-09-14:36:22,-0.002,-0.066
2018-01-09-14:36:27,-0.003,-0.066
2018-01-09-14:36:32,-0.004,-0.065
2018-01-09-14:36:37,-0.005,-0.064
2018-01-09-14:36:42,-0.006,-0.064
2018-01-09-14:36:47,-0.004,-0.064
2018-01-09-14:36:52,-0.006,-0.066
2018-01-09-14:36:57,-0.005,-0.065
2018-01-09-14:37:02,-0.004,-0.064
2018-01-09-14:37:07,-0.003,-0.063
2018-01-09-14:37:12,-0.004,-0.063
2018-01-09-14:37:17,-0.003,-0.065
2018-01-09-14:37:22,-0.003,-0.063
2018-01-09-14:37:27,-0.006,-0.062
2018-01-09-14:37:32,-0.004,-0.063
2018-01-09-14:37:37,-0.004,-0.063
2018-01-09-14:37:42,-0.005,-0.063
2018-01-09-14:37:47,-0.005,-0.065
2018-01-09-14:37:52,-0.003,-0.064
2018-01-09-14:37:57,-0.003,-0.062
2018-01-09-14:38:02,-0.004,-0.063
2018-01-09-14:38:07,-0.005,-0.064
2018-01-09-14:38:12,-0.006,-0.063
2018-01-09-14:38:17,-0.005,-0.063
2018-01-09-14:38:22,-0.007,-0.063
2018-01-09-14:38:27,-0.006,-0.064
2018-01-09-14:38:32,-0.005,-0.063
2018-01-09-14:38:37,-0.004,-0.062
2018-01-09-14:38:42,-0.004,-0.061
2018-01-09-14:38:47,-0.004,-0.061
2018-01-09-14:38:52,-0.003,-0.063
2018-01-09-14:38:57,-0.003,-0.063
2018-01-09-14:39:02,-0.004,-0.06
2018-01-09-14:39:07,-0.004,-0.062
2018-01-09-14:39:12,-0.004,-0.061
2018-01-09-14:39:17,-0.004,-0.062
2018-01-09-14:39:22,-0.004,-0.061
2018-01-09-14:39:27,-0.002,-0.063
2018-01-09-14:39:32,-0.004,-0.061
2018-01-09-14:39:37,-0.004,-0.061
2018-01-09-14:39:42,-0.004,-0.064
2018-01-09-14:39:47,-0.004,-0.061
2018-01-09-14:39:52,-0.006,-0.067
2018-01-09-14:39:57,-0.006,-0.062
2018-01-09-14:40:02,-0.004,-0.062
2018-01-09-14:40:07,-0.004,-0.061
2018-01-09-14:40:12,-0.002,-0.059
2018-01-09-14:40:17,-0.003,-0.061
2018-01-09-14:40:22,-0.003,-0.06
2018-01-09-14:40:27,-0.002,-0.06
2018-01-09-14:40:32,-0.003,-0.06
2018-01-09-14:40:37,-0.002,-0.06
2018-01-09-14:40:42,-0.003,-0.06
2018-01-09-14:40:47,-0.003,-0.06
2018-01-09-14:40:52,-0.005,-0.06
2018-01-09-14:40:57,-0.002,-0.06
2018-01-09-14:41:02,-0.003,-0.06
2018-01-09-14:41:07,-0.003,-0.06
2018-01-09-14:41:12,-0.006,-0.058
2018-01-09-14:41:17,-0.005,-0.06
2018-01-09-14:41:22,-0.005,-0.06
2018-01-09-14:41:27,-0.007,-0.06
2018-01-09-14:41:32,-0.006,-0.06
2018-01-09-14:41:37,-0.004,-0.059
2018-01-09-14:41:42,-0.004,-0.058
2018-01-09-14:41:47,-0.005,-0.059
2018-01-09-14:41:52,-0.004,-0.058
2018-01-09-14:41:57,-0.005,-0.058
2018-01-09-14:42:02,-0.005,-0.058
2018-01-09-14:42:07,-0.003,-0.059
2018-01-09-14:42:12,-0.004,-0.058
2018-01-09-14:42:17,-0.005,-0.058
2018-01-09-14:42:22,-0.007,-0.058
2018-01-09-14:42:27,-0.004,-0.058
2018-01-09-14:42:32,-0.004,-0.057
2018-01-09-14:42:37,-0.004,-0.057
2018-01-09-14:42:42,-0.006,-0.057
2018-01-09-14:42:47,-0.005,-0.057
2018-01-09-14:42:52,-0.004,-0.059
2018-01-09-14:42:57,-0.007,-0.059
2018-01-09-14:43:02,-0.005,-0.058
2018-01-09-14:43:07,-0.004,-0.056
2018-01-09-14:43:12,-0.002,-0.057
2018-01-09-14:43:17,-0.006,-0.057
2018-01-09-14:43:22,-0.004,-0.057
2018-01-09-14:43:27,-0.004,-0.057
2018-01-09-14:43:32,-0.003,-0.056
2018-01-09-14:43:37,-0.003,-0.057
2018-01-09-14:43:42,-0.003,-0.057
2018-01-09-14:43:47,-0.005,-0.055
2018-01-09-14:43:52,-0.004,-0.055
2018-01-09-14:43:57,-0.004,-0.056
2018-01-09-14:44:02,-0.002,-0.056
2018-01-09-14:44:07,-0.005,-0.056
2018-01-09-14:44:12,-0.004,-0.057
2018-01-09-14:44:17,-0.004,-0.056
2018-01-09-14:44:22,-0.003,-0.058
2018-01-09-14:44:27,-0.006,-0.058
2018-01-09-14:44:32,-0.005,-0.056
2018-01-09-14:44:37,-0.002,-0.056
2018-01-09-14:44:42,-0.003,-0.056
2018-01-09-14:44:47,-0.004,-0.055
2018-01-09-14:44:52,-0.003,-0.056
2018-01-09-14:44:57,-0.004,-0.055
2018-01-09-14:45:02,-0.004,-0.055
2018-01-09-14:45:07,-0.003,-0.054
2018-01-09-14:45:12,-0.003,-0.056
2018-01-09-14:45:17,-0.004,-0.054
2018-01-09-14:45:22,-0.004,-0.055
2018-01-09-14:45:27,-0.006,-0.054
2018-01-09-14:45:32,-0.003,-0.055
2018-01-09-14:45:37,-0.005,-0.054
2018-01-09-14:45:42,-0.006,-0.055
2018-01-09-14:45:47,-0.005,-0.055
2018-01-09-14:45:52,-0.004,-0.055
2018-01-09-14:45:57,-0.006,-0.055
2018-01-09-14:46:02,-0.007,-0.054
2018-01-09-14:46:07,-0.005,-0.054
2018-01-09-14:46:12,-0.004,-0.054
2018-01-09-14:46:17,-0.004,-0.053
2018-01-09-14:46:22,-0.005,-0.052
2018-01-09-14:46:27,-0.005,-0.051
2018-01-09-14:46:32,-0.004,-0.052
2018-01-09-14:46:37,-0.005,-0.052
2018-01-09-14:46:42,-0.006,-0.051
2018-01-09-14:46:47,-0.008,-0.053
2018-01-09-14:46:52,-0.006,-0.051
2018-01-09-14:46:57,-0.007,-0.048
2018-01-09-14:47:02,-0.003,-0.047
2018-01-09-14:47:07,-0.006,-0.05
2018-01-09-14:47:12,-0.005,-0.049
2018-01-09-14:47:17,-0.003,-0.049
2018-01-09-14:47:22,-0.005,-0.052
2018-01-09-14:47:27,-0.006,-0.05
2018-01-09-14:47:32,-0.005,-0.05
2018-01-09-14:47:37,-0.005,-0.052
2018-01-09-14:47:42,-0.005,-0.048
2018-01-09-14:47:47,-0.004,-0.052
2018-01-09-14:47:52,-0.003,-0.049
2018-01-09-14:47:57,-0.005,-0.049
2018-01-09-14:48:02,-0.004,-0.048
2018-01-09-14:48:07,-0.004,-0.051
2018-01-09-14:48:12,-0.006,-0.048
2018-01-09-14:48:17,-0.004,-0.049
2018-01-09-14:48:22,-0.005,-0.049
2018-01-09-14:48:27,-0.004,-0.048
2018-01-09-14:48:32,-0.006,-0.052
2018-01-09-14:48:37,-0.008,-0.05
2018-01-09-14:48:42,-0.008,-0.047
2018-01-09-14:48:47,-0.006,-0.046
2018-01-09-14:48:52,-0.006,-0.047
2018-01-09-14:48:57,-0.005,-0.045
2018-01-09-14:49:02,-0.005,-0.046
2018-01-09-14:49:07,-0.003,-0.046
2018-01-09-14:49:12,-0.007,-0.045
2018-01-09-14:49:17,-0.007,-0.048
2018-01-09-14:49:22,-0.006,-0.049
2018-01-09-14:49:27,-0.005,-0.046
2018-01-09-14:49:32,-0.005,-0.047
2018-01-09-14:49:37,-0.004,-0.048
2018-01-09-14:49:42,-0.003,-0.046
2018-01-09-14:49:47,-0.005,-0.046
2018-01-09-14:49:52,-0.006,-0.045
2018-01-09-14:49:57,-0.006,-0.044
2018-01-09-14:50:02,-0.007,-0.045
2018-01-09-14:50:07,-0.004,-0.046
2018-01-09-14:50:12,-0.006,-0.044
2018-01-09-14:50:17,-0.005,-0.045
2018-01-09-14:50:22,-0.006,-0.046
2018-01-09-14:50:27,-0.008,-0.043
2018-01-09-14:50:32,-0.007,-0.045
2018-01-09-14:50:37,-0.005,-0.043
2018-01-09-14:50:42,-0.005,-0.041
2018-01-09-14:50:47,-0.003,-0.041
2018-01-09-14:50:52,-0.006,-0.042
2018-01-09-14:50:57,-0.004,-0.04
2018-01-09-14:51:02,-0.005,-0.043
2018-01-09-14:51:07,-0.005,-0.045
2018-01-09-14:51:12,-0.006,-0.042
2018-01-09-14:51:17,-0.006,-0.043
2018-01-09-14:51:22,-0.007,-0.043
2018-01-09-14:51:27,-0.007,-0.041
2018-01-09-14:51:32,-0.004,-0.044
2018-01-09-14:51:37,-0.003,-0.042
2018-01-09-14:51:42,-0.008,-0.04
2018-01-09-14:51:47,-0.004,-0.042
2018-01-09-14:51:52,-0.007,-0.04
2018-01-09-14:51:57,-0.006,-0.042
2018-01-09-14:52:02,-0.004,-0.042
2018-01-09-14:52:07,-0.005,-0.042
2018-01-09-14:52:12,-0.007,-0.041
2018-01-09-14:52:17,-0.005,-0.04
2018-01-09-14:52:22,-0.007,-0.041
2018-01-09-14:52:27,-0.005,-0.039
2018-01-09-14:52:32,-0.005,-0.039
2018-01-09-14:52:37,-0.004,-0.037
2018-01-09-14:52:42,-0.006,-0.037
2018-01-09-14:52:47,-0.004,-0.039
2018-01-09-14:52:52,-0.005,-0.04
2018-01-09-14:52:57,-0.006,-0.039
2018-01-09-14:53:02,-0.005,-0.041
2018-01-09-14:53:07,-0.008,-0.041
2018-01-09-14:53:12,-0.007,-0.039
2018-01-09-14:53:17,-0.005,-0.038
2018-01-09-14:53:22,-0.004,-0.041
2018-01-09-14:53:27,-0.003,-0.037
2018-01-09-14:53:32,-0.007,-0.039
2018-01-09-14:53:37,-0.004,-0.038
2018-01-09-14:53:42,-0.006,-0.035
2018-01-09-14:53:47,-0.005,-0.04
2018-01-09-14:53:52,-0.005,-0.037
2018-01-09-14:53:57,-0.005,-0.038
2018-01-09-14:54:02,-0.006,-0.039
2018-01-09-14:54:07,-0.006,-0.037
2018-01-09-14:54:12,-0.006,-0.035
2018-01-09-14:54:17,-0.005,-0.036
2018-01-09-14:54:22,-0.005,-0.034
2018-01-09-14:54:27,-0.005,-0.035
2018-01-09-14:54:32,-0.005,-0.035
2018-01-09-14:54:37,-0.005,-0.035
2018-01-09-14:54:42,-0.007,-0.035
2018-01-09-14:54:47,-0.006,-0.037
2018-01-09-14:54:52,-0.006,-0.037
2018-01-09-14:54:57,-0.007,-0.034
2018-01-09-14:55:02,-0.007,-0.036
2018-01-09-14:55:07,-0.006,-0.037
2018-01-09-14:55:12,-0.006,-0.035
2018-01-09-14:55:17,-0.006,-0.033
2018-01-09-14:55:22,-0.008,-0.034
2018-01-09-14:55:27,-0.005,-0.033
2018-01-09-14:55:32,-0.006,-0.033
2018-01-09-14:55:37,-0.008,-0.033
2018-01-09-14:55:42,-0.005,-0.033
2018-01-09-14:55:47,-0.005,-0.033
2018-01-09-14:55:52,-0.008,-0.034
2018-01-09-14:55:57,-0.007,-0.033
2018-01-09-14:56:02,-0.007,-0.033
2018-01-09-14:56:07,-0.006,-0.031
2018-01-09-14:56:12,-0.005,-0.029
2018-01-09-14:56:17,-0.006,-0.032
2018-01-09-14:56:22,-0.006,-0.031
2018-01-09-14:56:27,-0.004,-0.032
2018-01-09-14:56:32,-0.006,-0.032
2018-01-09-14:56:37,-0.007,-0.034
2018-01-09-14:56:42,-0.005,-0.033
2018-01-09-14:56:47,-0.006,-0.032
2018-01-09-14:56:52,-0.007,-0.032
2018-01-09-14:56:57,-0.006,-0.031
2018-01-09-14:57:02,-0.005,-0.033
2018-01-09-14:57:07,-0.006,-0.031
2018-01-09-14:57:12,-0.007,-0.031
2018-01-09-14:57:17,-0.004,-0.032
2018-01-09-14:57:22,-0.005,-0.031
2018-01-09-14:57:27,-0.007,-0.028
2018-01-09-14:57:32,-0.005,-0.031
2018-01-09-14:57:37,-0.005,-0.03
2018-01-09-14:57:42,-0.006,-0.03
2018-01-09-14:57:47,-0.007,-0.031
2018-01-09-14:57:52,-0.007,-0.029
2018-01-09-14:57:57,-0.006,-0.027
2018-01-09-14:58:02,-0.005,-0.028
2018-01-09-14:58:07,-0.006,-0.025
2018-01-09-14:58:12,-0.004,-0.026
2018-01-09-14:58:17,-0.005,-0.029
2018-01-09-14:58:22,-0.006,-0.026
2018-01-09-14:58:27,-0.006,-0.029
2018-01-09-14:58:32,-0.005,-0.031
2018-01-09-14:58:37,-0.006,-0.029
2018-01-09-14:58:42,-0.008,-0.027
2018-01-09-14:58:47,-0.007,-0.029
2018-01-09-14:58:52,-0.004,-0.028
2018-01-09-14:58:57,-0.004,-0.027
2018-01-09-14:59:02,-0.005,-0.03
2018-01-09-14:59:07,-0.007,-0.026
2018-01-09-14:59:12,-0.006,-0.025
2018-01-09-14:59:17,-0.008,-0.03
2018-01-09-14:59:22,-0.006,-0.026
2018-01-09-14:59:27,-0.006,-0.024
2018-01-09-14:59:32,-0.007,-0.027
2018-01-09-14:59:37,-0.008,-0.026
2018-01-09-14:59:42,-0.009,-0.026
2018-01-09-14:59:47,-0.006,-0.026
2018-01-09-14:59:52,-0.006,-0.022
2018-01-09-14:59:57,-0.007,-0.023
2018-01-09-15:00:02,-0.004,-0.024
2018-01-09-15:00:07,-0.005,-0.023
2018-01-09-15:00:12,-0.007,-0.022
2018-01-09-15:00:17,-0.005,-0.026
2018-01-09-15:00:22,-0.005,-0.024
2018-01-09-15:00:27,-0.007,-0.024
2018-01-09-15:00:32,-0.008,-0.026
2018-01-09-15:00:37,-0.008,-0.025
2018-01-09-15:00:42,-0.005,-0.026
2018-01-09-15:00:47,-0.004,-0.027
2018-01-09-15:00:52,-0.005,-0.023
2018-01-09-15:00:57,-0.007,-0.024
2018-01-09-15:01:02,-0.002,-0.025
2018-01-09-15:01:07,-0.008,-0.022
2018-01-09-15:01:12,-0.006,-0.022
2018-01-09-15:01:17,-0.006,-0.023
2018-01-09-15:01:22,-0.007,-0.025
2018-01-09-15:01:27,-0.007,-0.028
2018-01-09-15:01:32,-0.007,-0.024
2018-01-09-15:01:37,-0.006,-0.023
2018-01-09-15:01:42,-0.005,-0.025
2018-01-09-15:01:47,-0.006,-0.023
2018-01-09-15:01:52,-0.005,-0.022
2018-01-09-15:01:57,-0.005,-0.024
2018-01-09-15:02:02,-0.005,-0.023
2018-01-09-15:02:07,-0.005,-0.022
2018-01-09-15:02:12,-0.003,-0.025
2018-01-09-15:02:17,-0.004,-0.023
2018-01-09-15:02:22,-0.005,-0.023
2018-01-09-15:02:27,-0.004,-0.025
2018-01-09-15:02:32,-0.004,-0.024
2018-01-09-15:02:37,-0.004,-0.024
2018-01-09-15:02:42,-0.006,-0.026
2018-01-09-15:02:47,-0.007,-0.024
2018-01-09-15:02:52,-0.007,-0.023
2018-01-09-15:02:57,-0.005,-0.025
2018-01-09-15:03:02,-0.005,-0.022
2018-01-09-15:03:07,-0.006,-0.021
2018-01-09-15:03:12,-0.006,-0.024
2018-01-09-15:03:17,-0.006,-0.021
2018-01-09-15:03:22,-0.004,-0.02
2018-01-09-15:03:27,-0.004,-0.022
2018-01-09-15:03:32,-0.006,-0.021
2018-01-09-15:03:37,-0.005,-0.021
2018-01-09-15:03:42,-0.003,-0.023
2018-01-09-15:03:47,-0.004,-0.022
2018-01-09-15:03:52,-0.005,-0.021
2018-01-09-15:03:57,-0.004,-0.025
2018-01-09-15:04:02,-0.004,-0.023
2018-01-09-15:04:07,-0.004,-0.023
2018-01-09-15:04:12,-0.005,-0.025
2018-01-09-15:04:17,-0.006,-0.022
2018-01-09-15:04:22,-0.006,-0.021
2018-01-09-15:04:27,-0.004,-0.024
2018-01-09-15:04:32,-0.005,-0.021
2018-01-09-15:04:37,-0.005,-0.021
2018-01-09-15:04:42,-0.006,-0.022
2018-01-09-15:04:47,-0.005,-0.02
2018-01-09-15:04:52,-0.004,-0.02
2018-01-09-15:04:57,-0.005,-0.022
2018-01-09-15:05:02,-0.004,-0.021
2018-01-09-15:05:07,-0.003,-0.02
2018-01-09-15:05:12,-0.002,-0.023
2018-01-09-15:05:17,-0.004,-0.021
2018-01-09-15:05:22,-0.004,-0.021
2018-01-09-15:05:27,-0.002,-0.025
2018-01-09-15:05:32,-0.004,-0.023
2018-01-09-15:05:37,-0.005,-0.023
2018-01-09-15:05:42,-0.004,-0.024
2018-01-09-15:05:47,-0.005,-0.021
2018-01-09-15:05:52,-0.004,-0.021
2018-01-09-15:05:57,-0.003,-0.021
2018-01-09-15:06:02,-0.004,-0.02
2018-01-09-15:06:07,-0.005,-0.02
2018-01-09-15:06:12,-0.004,-0.021
2018-01-09-15:06:17,-0.004,-0.02
2018-01-09-15:06:22,-0.003,-0.019
2018-01-09-15:06:27,-0.003,-0.022
2018-01-09-15:06:32,-0.003,-0.02
2018-01-09-15:06:37,-0.003,-0.02
2018-01-09-15:06:42,-0.002,-0.023
2018-01-09-15:06:47,-0.004,-0.021
2018-01-09-15:06:52,-0.003,-0.022
2018-01-09-15:06:57,-0.003,-0.025
2018-01-09-15:07:02,-0.003,-0.022
2018-01-09-15:07:07,-0.004,-0.022
2018-01-09-15:07:12,-0.004,-0.023
2018-01-09-15:07:17,-0.003,-0.021
2018-01-09-15:07:22,-0.004,-0.02
2018-01-09-15:07:27,-0.003,-0.022
2018-01-09-15:07:32,-0.005,-0.021
2018-01-09-15:07:37,-0.005,-0.019
2018-01-09-15:07:42,-0.003,-0.021
2018-01-09-15:07:47,-0.003,-0.019
2018-01-09-15:07:52,-0.003,-0.02
2018-01-09-15:07:57,-0.002,-0.022
2018-01-09-15:08:02,-0.002,-0.02
2018-01-09-15:08:07,-0.002,-0.021
2018-01-09-15:08:12,-0.002,-0.022
2018-01-09-15:08:17,-0.003,-0.02
2018-01-09-15:08:22,-0.003,-0.021
2018-01-09-15:08:27,-0.003,-0.023
2018-01-09-15:08:32,-0.004,-0.021
2018-01-09-15:08:37,-0.004,-0.02
2018-01-09-15:08:42,-0.002,-0.024
2018-01-09-15:08:47,-0.004,-0.021
2018-01-09-15:08:52,-0.003,-0.02
2018-01-09-15:08:57,-0.004,-0.021
2018-01-09-15:09:02,-0.005,-0.019
2018-01-09-15:09:07,-0.003,-0.02
2018-01-09-15:09:12,-0.001,-0.02
2018-01-09-15:09:17,-0.003,-0.019
2018-01-09-15:09:22,-0.003,-0.02
2018-01-09-15:09:27,-0.001,-0.023
2018-01-09-15:09:32,-0.002,-0.019
2018-01-09-15:09:37,-0.002,-0.021
2018-01-09-15:09:42,-0.001,-0.023
2018-01-09-15:09:47,-0.001,-0.022
2018-01-09-15:09:52,-0.002,-0.022
2018-01-09-15:09:57,-0.002,-0.024
2018-01-09-15:10:02,-0.004,-0.022
2018-01-09-15:10:07,-0.003,-0.022
2018-01-09-15:10:12,-0.003,-0.023
2018-01-09-15:10:17,-0.003,-0.022
2018-01-09-15:10:22,-0.001,-0.019
2018-01-09-15:10:27,-0.002,-0.022
2018-01-09-15:10:32,-0.003,-0.02
2018-01-09-15:10:37,-0.002,-0.021
2018-01-09-15:10:42,-0.001,-0.023
2018-01-09-15:10:47,-0.003,-0.02
2018-01-09-15:10:52,-0.002,-0.019
2018-01-09-15:10:57,0,-0.022
2018-01-09-15:11:02,-0.001,-0.02
2018-01-09-15:11:07,-0.003,-0.021
2018-01-09-15:11:12,-0.002,-0.023
2018-01-09-15:11:17,-0.002,-0.022
2018-01-09-15:11:22,-0.003,-0.023
2018-01-09-15:11:27,-0.003,-0.025
2018-01-09-15:11:32,-0.003,-0.021
2018-01-09-15:11:37,-0.003,-0.021
2018-01-09-15:11:42,-0.003,-0.024
2018-01-09-15:11:47,-0.002,-0.02
2018-01-09-15:11:52,-0.004,-0.019
2018-01-09-15:11:57,-0.003,-0.021
2018-01-09-15:12:02,-0.002,-0.02
2018-01-09-15:12:07,-0.002,-0.019
2018-01-09-15:12:12,-0.002,-0.023
2018-01-09-15:12:17,-0.002,-0.019
2018-01-09-15:12:22,-0.001,-0.021
2018-01-09-15:12:27,-0.001,-0.02
2018-01-09-15:12:32,-0.002,-0.021
2018-01-09-15:12:37,-0.002,-0.021
2018-01-09-15:12:42,-0.001,-0.025
2018-01-09-15:12:47,-0.001,-0.023
2018-01-09-15:12:52,-0.002,-0.023
2018-01-09-15:12:57,-0.002,-0.024
2018-01-09-15:13:02,-0.003,-0.022
2018-01-09-15:13:07,-0.004,-0.022
2018-01-09-15:13:12,-0.002,-0.022
2018-01-09-15:13:17,-0.002,-0.02
2018-01-09-15:13:22,-0.002,-0.021
2018-01-09-15:13:27,-0.002,-0.022
2018-01-09-15:13:32,0,-0.02
2018-01-09-15:13:37,-0.001,-0.021
2018-01-09-15:13:42,0,-0.023
2018-01-09-15:13:47,0,-0.021
2018-01-09-15:13:52,0.001,-0.022
2018-01-09-15:13:57,0,-0.024
2018-01-09-15:14:02,-0.001,-0.022
2018-01-09-15:14:07,0,-0.023
2018-01-09-15:14:12,0,-0.026
2018-01-09-15:14:17,0,-0.023
2018-01-09-15:14:22,-0.002,-0.023
2018-01-09-15:14:27,-0.001,-0.024
2018-01-09-15:14:32,-0.002,-0.022
2018-01-09-15:14:37,-0.001,-0.022
